x,y
255,0.000715
256,0.001059
257,0.001521
258,0.001354
259,0.002213
260,0.003328
261,0.010881
262,0.004992
263,0.005873
264,0.006546
265,0.006908
266,0.007657
267,0.008058
268,0.008440
269,0.008631
270,0.009110
271,0.009645
272,0.026371
273,0.009655
274,0.010345
275,0.010194
276,0.000265
277,0.000016
278,0.000462
279,0.000233
280,0.000105
281,0.003609
282,0.000065
283,0.003667
284,0.000079
285,0.000260
286,0.000810
287,0.003257
288,0.000134
289,0.003781
290,0.001192
291,0.000602
292,0.000187
293,0.011030
294,0.000259
295,0.033016
296,0.000711
297,0.005194
298,0.005350
299,0.013491
300,0.000301
301,0.000017
302,0.001332
303,0.002384
304,0.003981
305,0.000102
306,0.002665
307,0.003924
308,0.014169
309,0.006664
310,0.000166
311,0.008643
312,0.009464
313,0.010410
314,0.011148
315,0.000263
316,0.012122
317,0.036842
318,0.013140
319,0.013954
320,0.000791
321,0.014289
322,0.014817
323,0.020030
324,0.014921
325,0.000354
326,0.000021
327,0.000841
328,0.002546
329,0.000703
330,0.004090
331,0.000943
332,0.004488
333,0.001941
334,0.020708
335,0.001069
336,0.010133
337,0.001246
338,0.000167
339,0.001580
340,0.013790
341,0.001604
342,0.044061
343,0.006576
344,0.016154
345,0.006928
346,0.016812
347,0.003413
348,0.018164
349,0.007510
350,0.018493
351,0.000386
352,0.000021
353,0.002511
354,0.000562
355,0.004404
356,0.004433
357,0.000380
358,0.004618
359,0.006444
360,0.000129
361,0.010015
362,0.011285
363,0.001384
364,0.013678
365,0.014537
366,0.001654
367,0.016203
368,0.017447
369,0.000307
370,0.018397
371,0.018498
372,0.002291
373,0.020040
374,0.026158
375,0.008296
376,0.203551
377,0.021711
378,0.000439
379,0.000023
380,0.001543
381,0.005763
382,0.000289
383,0.004514
384,0.001088
385,0.000130
386,0.000250
387,0.009274
388,0.003954
389,0.012547
390,0.000529
391,0.047939
392,0.000200
393,0.017839
394,0.000848
395,0.019649
396,0.008645
397,0.021386
398,0.001098
399,0.000470
400,0.009676
401,0.075049
402,0.001263
403,0.210544
404,0.010301
405,0.028360
406,0.000481
407,0.000024
408,0.004663
409,0.005940
410,0.011611
411,0.012710
412,0.009295
413,0.042563
414,0.007507
415,0.028629
416,0.012189
417,0.013978
418,0.015796
419,0.054846
420,0.019369
421,0.020617
422,0.066511
423,0.022697
424,0.023572
425,0.024322
426,0.078050
427,0.025879
428,0.082578
429,0.083842
430,0.224815
431,0.264087
432,0.028126
433,0.076221
434,0.090629
435,0.000549
436,0.000026
437,0.002791
438,0.001283
439,0.001949
440,0.000275
441,0.000151
442,0.016539
443,0.002412
444,0.001177
445,0.000157
446,0.015818
447,0.000240
448,0.063059
449,0.021775
450,0.000238
451,0.024958
452,0.083044
453,0.000433
454,0.027839
455,0.000367
456,0.003294
457,0.012805
458,0.102691
459,0.001428
460,0.001712
461,0.034223
462,0.003373
463,0.014101
464,0.122555
465,0.000583
