x,y
248,0.005839
249,0.003764
250,0.010804
251,0.002524
252,0.022186
253,0.000063
254,0.000003
255,0.000024
256,0.000027
257,0.000046
258,0.000050
259,0.000111
260,0.000145
261,0.000667
262,0.000403
263,0.000713
264,0.000804
265,0.001580
266,0.001676
267,0.002744
268,0.003975
269,0.005405
270,0.006131
271,0.009964
272,0.027841
273,0.018024
274,0.022950
275,0.032167
276,0.000070
277,0.000003
278,0.000017
279,0.000014
280,0.000014
281,0.000090
282,0.000018
283,0.000149
284,0.000023
285,0.000056
286,0.000145
287,0.001136
288,0.000035
289,0.002113
290,0.000513
291,0.000280
292,0.000073
293,0.006553
294,0.000211
295,0.029463
296,0.000901
297,0.009094
298,0.012588
299,0.041482
300,0.000079
301,0.000003
302,0.000035
303,0.000045
304,0.000086
305,0.000017
306,0.000117
307,0.000148
308,0.000699
309,0.000418
310,0.000048
311,0.000816
312,0.001699
313,0.001745
314,0.002866
315,0.000127
316,0.005844
317,0.016592
318,0.011159
319,0.012316
320,0.000917
321,0.024205
322,0.033330
323,0.306268
324,0.064090
325,0.000088
326,0.000003
327,0.000024
328,0.000045
329,0.000030
330,0.000090
331,0.000062
332,0.000152
333,0.000144
334,0.000992
335,0.000158
336,0.000827
337,0.000307
338,0.000043
339,0.000530
340,0.004252
341,0.000982
342,0.016846
343,0.004596
344,0.012851
345,0.007690
346,0.024943
347,0.025920
348,0.042179
349,0.024005
350,0.085869
351,0.000106
352,0.000004
353,0.000058
354,0.000021
355,0.000094
356,0.000098
357,0.000041
358,0.000164
359,0.000337
360,0.000034
361,0.000820
362,0.000897
363,0.000327
364,0.001915
365,0.003256
366,0.000796
367,0.006504
368,0.007560
369,0.000111
370,0.014696
371,0.023775
372,0.003764
373,0.038050
374,0.179643
375,0.024371
376,1.090068
377,0.118485
378,0.000114
379,0.000004
380,0.000037
381,0.000080
382,0.000022
383,0.000095
384,0.000066
385,0.000028
386,0.000050
387,0.000443
388,0.000352
389,0.000887
390,0.000154
391,0.004670
392,0.000054
393,0.004444
394,0.000420
395,0.007290
396,0.005005
397,0.014288
398,0.001008
399,0.000396
400,0.013940
401,0.115681
402,0.002470
403,0.590770
404,0.041189
405,0.345307
406,0.000122
407,0.000004
408,0.000084
409,0.000078
410,0.000166
411,0.000174
412,0.000266
413,0.000779
414,0.000340
415,0.001076
416,0.000824
417,0.000901
418,0.001922
419,0.004662
420,0.003156
421,0.004461
422,0.015910
423,0.007368
424,0.012562
425,0.014366
426,0.062705
427,0.029931
428,0.101701
429,0.120267
430,0.537518
431,1.364656
432,0.118909
433,1.183603
434,0.593844
435,0.000139
436,0.000004
437,0.000056
438,0.000031
439,0.000053
440,0.000026
441,0.000030
442,0.000354
443,0.000158
444,0.000112
445,0.000043
446,0.000901
447,0.000086
448,0.004815
449,0.003218
450,0.000064
451,0.006378
452,0.018175
453,0.000255
454,0.014510
455,0.000147
456,0.003896
457,0.014792
458,0.124526
459,0.002461
460,0.002952
461,0.119218
462,0.016242
463,0.070303
464,0.739602
465,0.000152
